id,author,chapter,class_name,creation_time_stamp,edit_time_stamp,folder,question_text,subject
12196,ncertexemplar11physics,Motion in a Plane,11,25-08-2021 14.32,25-08-2021 14.32,NCERT Exemplar Physics,<p>Which one of the following statements is true?</p>,
12197,ncertexemplar11physics,Motion in a Plane,11,25-08-2021 14.32,25-08-2021 14.32,NCERT Exemplar Physics,"<p>Following are four differrent relations about displacement, velocity and acceleration for the motion of a particle in general. Choose the incorrect one&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mo stretchy=""false"">(</mo>&nbsp;<mrow><mi mathvariant=""normal"">s</mi>&nbsp;</mrow><mo stretchy=""false"">)</mo>&nbsp;</math>:</p>",
12198,ncertexemplar11physics,Laws of Motion,11,25-08-2021 14.50,25-08-2021 14.50,NCERT Exemplar Physics,<p>A ball is travelling with uniform translatory motion. This means that</p>,
12199,ncertexemplar11physics,Laws of Motion,11,25-08-2021 14.50,25-08-2021 14.50,NCERT Exemplar Physics,"<p>A cricket ball of mass&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>150</mn>&nbsp;<mrow><mtext>&nbsp;</mtext><mi mathvariant=""normal"">g</mi>&nbsp;</mrow></math>has an inttal velocity&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mrow><mi mathvariant=""bold"">u</mi>&nbsp;</mrow><mo>=</mo>&nbsp;<mo stretchy=""false"">(</mo>&nbsp;<mn>3</mn>&nbsp;<mrow><mover><mrow><mi mathvariant=""bold"">i</mi>&nbsp;</mrow><mo stretchy=""false"">^</mo>&nbsp;</mover></mrow><mo>+</mo>&nbsp;<mn>4</mn>&nbsp;<mrow><mover><mrow><mi mathvariant=""bold"">j</mi>&nbsp;</mrow><mo stretchy=""false"">^</mo>&nbsp;</mover></mrow><mo stretchy=""false"">)</mo>&nbsp;<mrow><mi mathvariant=""normal"">m</mi>&nbsp;</mrow><msup><mrow><mi mathvariant=""normal"">s</mi>&nbsp;</mrow><mrow><mo>−</mo>&nbsp;<mn>1</mn>&nbsp;</mrow></msup></math><br>and a final velocity&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mrow><mi mathvariant=""bold"">v</mi>&nbsp;</mrow><mo>=</mo>&nbsp;<mo>−</mo>&nbsp;<mo stretchy=""false"">(</mo>&nbsp;<mn>3</mn>&nbsp;<mrow><mover><mrow><mi mathvariant=""bold"">i</mi>&nbsp;</mrow><mo stretchy=""false"">^</mo>&nbsp;</mover></mrow><mo>+</mo>&nbsp;<mn>4</mn>&nbsp;<mrow><mover><mrow><mi mathvariant=""bold"">j</mi>&nbsp;</mrow><mo stretchy=""false"">^</mo>&nbsp;</mover></mrow><mo stretchy=""false"">)</mo>&nbsp;<mrow><mi mathvariant=""normal"">m</mi>&nbsp;</mrow><msup><mrow><mi mathvariant=""normal"">s</mi>&nbsp;</mrow><mrow><mo>−</mo>&nbsp;<mn>1</mn>&nbsp;</mrow></msup></math>after being hit. The change in momentum (final momentum-initlal momentum) is&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mrow data-mjx-texclass=""INNER""><mo data-mjx-texclass=""OPEN"">(</mo>&nbsp;<mi>tn</mi>&nbsp;<mo data-mjx-texclass=""NONE"">⁡</mo>&nbsp;<mrow><mi mathvariant=""normal"">k</mi>&nbsp;<mi mathvariant=""normal"">g</mi>&nbsp;</mrow><mrow><mi mathvariant=""normal"">m</mi>&nbsp;</mrow><msup><mrow><mi mathvariant=""normal"">s</mi>&nbsp;</mrow><mrow><mn>1</mn>&nbsp;</mrow></msup><mo data-mjx-texclass=""CLOSE"">)</mo>&nbsp;</mrow></math></p>",
12200,ncertexemplar11physics,Laws of Motion,11,25-08-2021 14.50,25-08-2021 14.50,NCERT Exemplar Physics,<p>A metre scale is moving with untform velocity. This implies</p>,
12201,ncertexemplar11physics,Laws of Motion,11,25-08-2021 14.50,25-08-2021 14.50,NCERT Exemplar Physics,"<p>Two billiard balls&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mrow><mi mathvariant=""normal"">A</mi>&nbsp;</mrow></math>and&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mrow><mi mathvariant=""normal"">B</mi>&nbsp;</mrow></math>, each of mass&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>50</mn>&nbsp;<mrow><mtext>&nbsp;</mtext><mi mathvariant=""normal"">g</mi>&nbsp;</mrow></math>and moving&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mrow><mi mathvariant=""normal"">i</mi>&nbsp;<mi mathvariant=""normal"">n</mi>&nbsp;</mrow></math>opposite directions with speed of&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>5</mn>&nbsp;<mrow><mtext>&nbsp;</mtext><mi mathvariant=""normal"">m</mi>&nbsp;</mrow><msup><mrow><mtext>&nbsp;</mtext><mi mathvariant=""normal"">s</mi>&nbsp;</mrow><mrow><mo>−</mo>&nbsp;<mn>1</mn>&nbsp;</mrow></msup></math>each, collide and rebound with the same speed. If the collision lasts for&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><msup><mn>10</mn>&nbsp;<mrow><mo>−</mo>&nbsp;<mn>3</mn>&nbsp;</mrow></msup><mrow><mtext>&nbsp;</mtext><mi mathvariant=""normal"">s</mi>&nbsp;</mrow></math>, which of the following statements are true?</p>",
12202,ncertexemplar11physics,Laws of Motion,11,25-08-2021 14.50,25-08-2021 14.50,NCERT Exemplar Physics,"<p>In Fig. 5.3, a body A of mass&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>m</mi>&nbsp;</math>slides on plane inclined at angle&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><msub><mi>θ</mi>&nbsp;<mrow><mn>1</mn>&nbsp;</mrow></msub></math>to the hortzontal and&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><msub><mi>μ</mi>&nbsp;<mrow><mn>1</mn>&nbsp;</mrow></msub></math>is the coefflcent of friction between&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mrow><mi mathvariant=""normal"">A</mi>&nbsp;</mrow></math>and the plane. A is connected by a light string passing over a frictionless pulley to another body B, also of mass&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>m</mi>&nbsp;</math>, sliding on a frictionless plane inclined at angle&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><msub><mi>θ</mi>&nbsp;<mrow><mn>2</mn>&nbsp;</mrow></msub></math>to the horizontal. Which of the following statements are true?</p>",
12203,ncertexemplar11physics,Laws of Motion,11,25-08-2021 14.50,25-08-2021 14.50,NCERT Exemplar Physics,"<p>In Fig. 5.1, the co-efficient of friction between the floor and the body B is&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>0.1</mn>&nbsp;</math>. The co-efficient of friction between the bodies B and A is&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>0.2</mn>&nbsp;<mo>.</mo>&nbsp;</math>A force&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mrow><mi mathvariant=""bold"">F</mi>&nbsp;</mrow></math>is applied as shown</p><p>on B. The mass of&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mrow><mi mathvariant=""normal"">A</mi>&nbsp;</mrow></math>is&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mrow><mi mathvariant=""normal"">m</mi>&nbsp;</mrow><mrow><mo>/</mo>&nbsp;</mrow><mn>2</mn>&nbsp;</math>and of&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mrow><mi mathvariant=""normal"">B</mi>&nbsp;</mrow></math>is&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mrow><mi mathvariant=""normal"">m</mi>&nbsp;</mrow></math>. Which of the following statements are true?</p>",
12204,ncertexemplar11physics,Laws of Motion,11,25-08-2021 14.50,25-08-2021 14.50,NCERT Exemplar Physics,<p>Conservation of momentum in a collision between particles can be understood from</p>,
12205,ncertexemplar11physics,Laws of Motion,11,25-08-2021 14.50,25-08-2021 14.50,NCERT Exemplar Physics,<p>A hockey player is moving northward and suddenly turns westward with the same speed to avold an opponent. The force that acts on the player is</p>,
12206,ncertexemplar11physics,Laws of Motion,11,25-08-2021 14.50,25-08-2021 14.50,NCERT Exemplar Physics,"<p>Mass&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><msub><mi>m</mi>&nbsp;<mrow><mn>1</mn>&nbsp;</mrow></msub></math>moves on a slope making an angle&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>θ</mi>&nbsp;</math>with the horizontal and is attached to mass&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><msub><mi>m</mi>&nbsp;<mrow><mn>2</mn>&nbsp;</mrow></msub></math>by a string passing over a frictionless pulley as shown in Fig. 5.2. The co-efficient of friction between&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><msub><mi>m</mi>&nbsp;<mrow><mn>1</mn>&nbsp;</mrow></msub></math>and the sloping surface is&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>μ</mi>&nbsp;</math>.<br>Which of the following statements are true?</p>",
12207,ncertexemplar11physics,Laws of Motion,11,25-08-2021 14.50,25-08-2021 14.50,NCERT Exemplar Physics,"<p>A body of mass&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>10</mn>&nbsp;<mrow><mtext>&nbsp;</mtext><mi mathvariant=""normal"">k</mi>&nbsp;<mi mathvariant=""normal"">g</mi>&nbsp;</mrow></math>is acted upon by two perpendicular forces,&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>6</mn>&nbsp;<mrow><mtext>&nbsp;</mtext><mi mathvariant=""normal"">N</mi>&nbsp;</mrow></math>and&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>8</mn>&nbsp;<mrow><mtext>&nbsp;</mtext><mi mathvariant=""normal"">N</mi>&nbsp;</mrow></math>. The resultant acceleration of the body is</p>",
12208,ncertexemplar11physics,Laws of Motion,11,25-08-2021 14.50,25-08-2021 14.50,NCERT Exemplar Physics,"<p>A body of mass&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>2</mn>&nbsp;<mrow><mtext>&nbsp;</mtext><mi mathvariant=""normal"">k</mi>&nbsp;<mi mathvariant=""normal"">g</mi>&nbsp;</mrow></math>travels according to the law&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>x</mi>&nbsp;<mo stretchy=""false"">(</mo>&nbsp;<mi>t</mi>&nbsp;<mo stretchy=""false"">)</mo>&nbsp;<mo>=</mo>&nbsp;<mi>p</mi>&nbsp;<mi>t</mi>&nbsp;<mo>+</mo>&nbsp;<mi>q</mi>&nbsp;<msup><mi>t</mi>&nbsp;<mrow><mn>2</mn>&nbsp;</mrow></msup><mo>+</mo>&nbsp;<mi>r</mi>&nbsp;<msup><mi>t</mi>&nbsp;<mrow><mn>3</mn>&nbsp;</mrow></msup></math><br>where&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>p</mi>&nbsp;<mo>=</mo>&nbsp;<mn>3</mn>&nbsp;<mrow><mtext>&nbsp;</mtext><mi mathvariant=""normal"">m</mi>&nbsp;</mrow><msup><mrow><mtext>&nbsp;</mtext><mi mathvariant=""normal"">s</mi>&nbsp;</mrow><mrow><mo>−</mo>&nbsp;<mn>1</mn>&nbsp;</mrow></msup><mo>,</mo>&nbsp;<mi>q</mi>&nbsp;<mo>=</mo>&nbsp;<mn>4</mn>&nbsp;<mrow><mtext>&nbsp;</mtext><mi mathvariant=""normal"">m</mi>&nbsp;</mrow><msup><mrow><mtext>&nbsp;</mtext><mi mathvariant=""normal"">s</mi>&nbsp;</mrow><mrow><mo>−</mo>&nbsp;<mn>2</mn>&nbsp;</mrow></msup></math>and&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>r</mi>&nbsp;<mo>=</mo>&nbsp;<mn>5</mn>&nbsp;<mrow><mtext>&nbsp;</mtext><mi mathvariant=""normal"">m</mi>&nbsp;</mrow><msup><mrow><mtext>&nbsp;</mtext><mi mathvariant=""normal"">s</mi>&nbsp;</mrow><mrow><mo>−</mo>&nbsp;<mn>3</mn>&nbsp;</mrow></msup></math>.<br>The force acting on the body at&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>t</mi>&nbsp;<mo>=</mo>&nbsp;<mn>2</mn>&nbsp;</math>seconds is</p>",
12209,ncertexemplar11physics,Laws of Motion,11,25-08-2021 14.50,25-08-2021 14.50,NCERT Exemplar Physics,"<p>A car of mass&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>m</mi>&nbsp;</math>starts from rest and acquires a velocity along east&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""bold-italic"">v</mi>&nbsp;<mo>=</mo>&nbsp;<mi>v</mi>&nbsp;<mrow><mover><mrow><mi mathvariant=""bold"">i</mi>&nbsp;</mrow><mo stretchy=""false"">^</mo>&nbsp;</mover></mrow><mo stretchy=""false"">(</mo>&nbsp;<mi>v</mi>&nbsp;<mo>&gt;</mo>&nbsp;<mn>0</mn>&nbsp;<mo stretchy=""false"">)</mo>&nbsp;</math>in two seconds. Assuming the car moves with untform acceleration, the force exerted on the car is</p>",
12210,ncertexemplar11physics,Laws of Motion,11,25-08-2021 14.50,25-08-2021 14.50,NCERT Exemplar Physics,"<p>In the previous problem (5.3), the magnitude of the momentum transferred during the hit is</p>",
12211,ncertexemplar11physics,Laws of Motion,11,25-08-2021 14.50,25-08-2021 14.50,NCERT Exemplar Physics,"<p>A body with mass&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>5</mn>&nbsp;<mrow><mtext>&nbsp;</mtext><mi mathvariant=""normal"">k</mi>&nbsp;<mi mathvariant=""normal"">g</mi>&nbsp;</mrow></math>is acted upon by a force&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mrow><mi mathvariant=""bold"">F</mi>&nbsp;</mrow><mo>=</mo>&nbsp;<mo stretchy=""false"">(</mo>&nbsp;<mo>−</mo>&nbsp;<mn>3</mn>&nbsp;<mrow><mover><mrow><mi mathvariant=""bold"">i</mi>&nbsp;</mrow><mo stretchy=""false"">^</mo>&nbsp;</mover></mrow><mo>+</mo>&nbsp;<mn>4</mn>&nbsp;<mrow><mover><mrow><mi mathvariant=""bold"">j</mi>&nbsp;</mrow><mo stretchy=""false"">^</mo>&nbsp;</mover></mrow><mo stretchy=""false"">)</mo>&nbsp;<mrow><mi mathvariant=""bold"">N</mi>&nbsp;</mrow></math>. If 1ts inttal velocity at&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>t</mi>&nbsp;<mo>=</mo>&nbsp;<mn>0</mn>&nbsp;</math>is&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""bold-italic"">v</mi>&nbsp;<mo>=</mo>&nbsp;<mo stretchy=""false"">(</mo>&nbsp;<mn>6</mn>&nbsp;<mrow><mover><mrow><mi mathvariant=""bold"">i</mi>&nbsp;</mrow><mo stretchy=""false"">^</mo>&nbsp;</mover></mrow><mo>−</mo>&nbsp;<mn>12</mn>&nbsp;<mrow><mi mathvariant=""bold"">j</mi>&nbsp;</mrow><mo stretchy=""false"">)</mo>&nbsp;<mrow><mi mathvariant=""normal"">m</mi>&nbsp;</mrow><msup><mrow><mi mathvariant=""normal"">s</mi>&nbsp;</mrow><mrow><mo>−</mo>&nbsp;<mn>1</mn>&nbsp;</mrow></msup></math>, the time at which&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>1</mn>&nbsp;<mrow><mi mathvariant=""normal"">t</mi>&nbsp;</mrow></math><br>will just have a velocity along the&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>y</mi>&nbsp;</math>-axis is</p>",
12212,ncertexemplar11physics,Laws of Motion,11,25-08-2021 14.50,25-08-2021 14.50,NCERT Exemplar Physics,"<p>The motion of a particle of mass&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>m</mi>&nbsp;</math>is given by&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>x</mi>&nbsp;<mo>=</mo>&nbsp;<mn>0</mn>&nbsp;</math>for&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>t</mi>&nbsp;<mo>&lt;</mo>&nbsp;<mn>0</mn>&nbsp;</math>s,&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>x</mi>&nbsp;<mo stretchy=""false"">(</mo>&nbsp;<mi>t</mi>&nbsp;<mo stretchy=""false"">)</mo>&nbsp;<mo>=</mo>&nbsp;<mi>A</mi>&nbsp;<mi>sin</mi>&nbsp;<mo data-mjx-texclass=""NONE"">⁡</mo>&nbsp;<mn>4</mn>&nbsp;<mi>p</mi>&nbsp;<mi>t</mi>&nbsp;</math>for&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>0</mn>&nbsp;<mo>&lt;</mo>&nbsp;<mi>t</mi>&nbsp;<mo>&lt;</mo>&nbsp;<mo stretchy=""false"">(</mo>&nbsp;<mn>1</mn>&nbsp;<mrow><mo>/</mo>&nbsp;</mrow><mn>4</mn>&nbsp;<mo stretchy=""false"">)</mo>&nbsp;</math>s&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mo stretchy=""false"">(</mo>&nbsp;<mi>A</mi>&nbsp;<mo>&gt;</mo>&nbsp;<mn>0</mn>&nbsp;<mo stretchy=""false"">)</mo>&nbsp;</math>, and&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>x</mi>&nbsp;<mo>=</mo>&nbsp;<mn>0</mn>&nbsp;</math>for&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>t</mi>&nbsp;<mo>&gt;</mo>&nbsp;<mo stretchy=""false"">(</mo>&nbsp;<mn>1</mn>&nbsp;<mrow><mo>/</mo>&nbsp;</mrow><mn>4</mn>&nbsp;<mo stretchy=""false"">)</mo>&nbsp;<mrow><mi mathvariant=""normal"">s</mi>&nbsp;</mrow></math>. Which of the following statements is true?</p>",
12213,ncertexemplar11physics,"Work, Energy and Power",11,25-08-2021 16.17,25-08-2021 16.17,NCERT Exemplar Physics,"<p>An electron and a proton are moving under the influence of mutual forces. In calculating the change in the kinetic energy of the system during motion, one ignores the magnetic force of one on another. This is because,</p>",
12214,ncertexemplar11physics,"Work, Energy and Power",11,25-08-2021 16.17,25-08-2021 16.17,NCERT Exemplar Physics,"<p>During inelastic colliston between two bodies, which of the following quantıtles always remain conserved?</p>",
12215,ncertexemplar11physics,"Work, Energy and Power",11,25-08-2021 16.17,25-08-2021 16.17,NCERT Exemplar Physics,"<p>A body of mass&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>0.5</mn>&nbsp;<mrow><mtext>&nbsp;</mtext><mi mathvariant=""normal"">k</mi>&nbsp;<mi mathvariant=""normal"">g</mi>&nbsp;</mrow></math>travels in a straight line with velocity&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>v</mi>&nbsp;<mo>=</mo>&nbsp;<mi>a</mi>&nbsp;</math><math xmlns=""http://www.w3.org/1998/Math/MathML""><msup><mi>x</mi>&nbsp;<mrow><mn>3</mn>&nbsp;<mrow><mo>/</mo>&nbsp;</mrow><mn>2</mn>&nbsp;</mrow></msup></math>where&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>a</mi>&nbsp;<mo>=</mo>&nbsp;<mn>5</mn>&nbsp;<msup><mrow><mtext>&nbsp;</mtext><mi mathvariant=""normal"">m</mi>&nbsp;</mrow><mrow><mo>−</mo>&nbsp;<mn>1</mn>&nbsp;<mrow><mo>/</mo>&nbsp;</mrow><mn>2</mn>&nbsp;</mrow></msup><msup><mrow><mtext>&nbsp;</mtext><mi mathvariant=""normal"">s</mi>&nbsp;</mrow><mrow><mo>−</mo>&nbsp;<mn>1</mn>&nbsp;</mrow></msup><mo>.</mo>&nbsp;</math>The work done by the net force during its displacement from&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>x</mi>&nbsp;<mo>=</mo>&nbsp;<mn>0</mn>&nbsp;</math>to&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>x</mi>&nbsp;<mo>=</mo>&nbsp;<mn>2</mn>&nbsp;<mrow><mtext>&nbsp;</mtext><mi mathvariant=""normal"">m</mi>&nbsp;</mrow></math>is</p>",
12216,ncertexemplar11physics,"Work, Energy and Power",11,25-08-2021 16.17,25-08-2021 16.17,NCERT Exemplar Physics,"<p>A raindrop falling from a helght habove ground, attatns a near terminal velocity when it has fallen through a height&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mo stretchy=""false"">(</mo>&nbsp;<mn>3</mn>&nbsp;<mrow><mo>/</mo>&nbsp;</mrow><mn>4</mn>&nbsp;<mo stretchy=""false"">)</mo>&nbsp;<mi>h</mi>&nbsp;</math>. Which of the diagrams shown in Flg.&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>6.8</mn>&nbsp;</math>correctly shows the change in kinetic and potentlal energy of the drop during its fall up to the ground?</p>",
12217,ncertexemplar11physics,"Work, Energy and Power",11,25-08-2021 16.17,25-08-2021 16.17,NCERT Exemplar Physics,"<p>Two identical ball bearings in contact with each other and resting on a frictionless table are hit head-on by another ball bearing of the same mass moving inttally with a speed&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>V</mi>&nbsp;</math>as shown in Fig.&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>6.3</mn>&nbsp;</math>.</p><p>If the colliston is elastic, which of the following (Fig. 6.4) is a posstble result after collision?</p>",
12218,ncertexemplar11physics,"Work, Energy and Power",11,25-08-2021 16.17,25-08-2021 16.17,NCERT Exemplar Physics,"<p>Which of the diagrams shown in Fig.&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>6.7</mn>&nbsp;</math>represents varlation of total mechanical energy of a pendulum osclllating in air as function of time?</p>",
12219,ncertexemplar11physics,"Work, Energy and Power",11,25-08-2021 16.17,25-08-2021 16.17,NCERT Exemplar Physics,"<p>A cricket ball of mass 150 g moving with a speed of&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>126</mn>&nbsp;<mrow><mtext>&nbsp;</mtext><mi mathvariant=""normal"">k</mi>&nbsp;<mi mathvariant=""normal"">m</mi>&nbsp;</mrow><mrow><mo>/</mo>&nbsp;</mrow><mrow><mi mathvariant=""normal"">h</mi>&nbsp;</mrow></math>hits at the middle of the bat, held firmly at its postton by the batsman. The ball moves straight back to the bowler after hitting the bat. Assuming that collision between ball and bat is completely elastic and the two remain in contact for&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>0.001</mn>&nbsp;<mrow><mtext>&nbsp;</mtext><mi mathvariant=""normal"">s</mi>&nbsp;</mrow></math>, the force that the batsman had to apply to hold the bat firmly at its place would be</p>",
12220,ncertexemplar11physics,"Work, Energy and Power",11,25-08-2021 16.17,25-08-2021 16.17,NCERT Exemplar Physics,"<p>A mass of&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>5</mn>&nbsp;<mrow><mtext>&nbsp;</mtext><mi mathvariant=""normal"">k</mi>&nbsp;<mi mathvariant=""normal"">g</mi>&nbsp;</mrow></math>is moving along a circular path of radius&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>1</mn>&nbsp;<mrow><mtext>&nbsp;</mtext><mi mathvariant=""normal"">m</mi>&nbsp;</mrow></math>. If the mass moves with 300 revolutions per minute, its kinetic energy would be</p>",
12221,ncertexemplar11physics,"Work, Energy and Power",11,25-08-2021 16.17,25-08-2021 16.17,NCERT Exemplar Physics,<p>A man squatting on the ground gets straight up and stand. The force of reaction of ground on the man during the process is</p>,
12222,ncertexemplar11physics,"Work, Energy and Power",11,25-08-2021 16.17,25-08-2021 16.17,NCERT Exemplar Physics,"<p>The potentlal energy function for a particle executing linear SHM<br>is given by&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>V</mi>&nbsp;<mo stretchy=""false"">(</mo>&nbsp;<mi>x</mi>&nbsp;<mo stretchy=""false"">)</mo>&nbsp;<mo>=</mo>&nbsp;<mfrac><mn>1</mn>&nbsp;<mn>2</mn>&nbsp;</mfrac><mi>k</mi>&nbsp;<msup><mi>x</mi>&nbsp;<mrow><mn>2</mn>&nbsp;</mrow></msup></math>where&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>k</mi>&nbsp;</math>is the force constant of the oscillator (Fig. 6.2). For&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>k</mi>&nbsp;<mo>=</mo>&nbsp;<mn>0.5</mn>&nbsp;<mrow><mtext>&nbsp;</mtext><mi mathvariant=""normal"">N</mi>&nbsp;</mrow><mrow><mo>/</mo>&nbsp;</mrow><mrow><mi mathvariant=""normal"">m</mi>&nbsp;</mrow></math>, the graph of&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>V</mi>&nbsp;<mo stretchy=""false"">(</mo>&nbsp;<mi>x</mi>&nbsp;<mo stretchy=""false"">)</mo>&nbsp;</math>versus&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>x</mi>&nbsp;</math>is shown in the flgure. A particle of total energy&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>E</mi>&nbsp;</math>turns back when it reaches&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>x</mi>&nbsp;<mo>=</mo>&nbsp;<mo>±</mo>&nbsp;<msub><mi>x</mi>&nbsp;<mrow><mi>m</mi>&nbsp;</mrow></msub><mo>.</mo>&nbsp;</math>If&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>V</mi>&nbsp;</math>and&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>K</mi>&nbsp;</math>indicate the P.E. and K.E., respectively of the particle at&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>x</mi>&nbsp;<mo>=</mo>&nbsp;<mo>+</mo>&nbsp;<msub><mi>x</mi>&nbsp;<mrow><msup><mi>m</mi>&nbsp;<mrow><mi data-mjx-alternate=""1"" mathvariant=""normal"">′</mi>&nbsp;</mrow></msup></mrow></msub></math>, then which of the following is correct?</p>",
12223,ncertexemplar11physics,"Work, Energy and Power",11,25-08-2021 16.17,25-08-2021 16.17,NCERT Exemplar Physics,"<p>A man, of mass&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>m</mi>&nbsp;</math>, standing at the bottom of the statrcase, of helght&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>L</mi>&nbsp;</math>climbs it and stands at its top.</p>",
12224,ncertexemplar11physics,"Work, Energy and Power",11,25-08-2021 16.17,25-08-2021 16.17,NCERT Exemplar Physics,"<p>A body is moving unidtrectionally under the influence of a source of constant power supplying energy. Which of the diagrams shown in Fig.&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>6.5</mn>&nbsp;</math>correctly shows the displacement-time curve for its motion?</p>",
